"ID","INCI","CAS","WE","ANNEX","COSING REF. NO."
"21302","POGOSTEMON CABLIN LEAF EXTRACT","84238-39-1","282-493-4",,"40926"
"21303","POGOSTEMON CABLIN LEAF OIL","8014-09-3 / 84238-39-1","- / 282-493-4",,"80118"
"21304","POGOSTEMON CABLIN LEAF WATER","-","-",,"92950"
"21305","POGOSTEMON CABLIN LEAF/STEM EXTRACT","84238-39-1","282-493-4",,"82141"
"21306","POGOSTEMON CABLIN OIL","8014-09-3 / 84238-39-1","- / 282-493-4","III/365","100009"
"21307","POLIANTHES TUBEROSA CALLUS EXTRACT","-","-",,"93891"
"21308","POLIANTHES TUBEROSA EXTRACT","94334-35-7","305-108-4",,"80119"
"21309","POLIANTHES TUBEROSA FLOWER CERA","94334-35-7","305-108-4",,"59669"
"21310","POLIANTHES TUBEROSA FLOWER EXTRACT","94334-35-7","305-108-4",,"40928"
"21311","POLIANTHES TUBEROSA FLOWER OIL","94334-35-7","305-108-4",,"40929"
"21312","POLIANTHES TUBEROSA FLOWER WAX","-","-",,"92590"
"21313","POLIANTHES TUBEROSA POLYSACCHARIDE","94334-35-7","305-108-4",,"59670"
"21314","POLLEN","-","-",,"36631"
"21315","POLLEN EXTRACT","-","-",,"36632"
"21316","POLLEN LIPIDS","-","-",,"89142"
"21317","POLLIA CONDENSATA FRUIT EXTRACT","-","-",,"91548"
"21318","POLLIA CONDENSATA MERISTEM CELL EXTRACT","-","-",,"94069"
"21319","POLOXAMER 101","9003-11-6","-",,"80122"
"21320","POLOXAMER 105","9003-11-6","-",,"80123"
"21321","POLOXAMER 105 BENZOATE","-","-",,"80124"
"21322","POLOXAMER 108","9003-11-6","-",,"80125"
"21323","POLOXAMER 122","9003-11-6","-",,"80126"
"21324","POLOXAMER 123","9003-11-6","-",,"80127"
"21325","POLOXAMER 124","9003-11-6","-",,"80128"
"21326","POLOXAMER 181","9003-11-6","-",,"80129"
"21327","POLOXAMER 182","9003-11-6","-",,"80130"
"21328","POLOXAMER 182 DIBENZOATE","-","-",,"80131"
"21329","POLOXAMER 183","9003-11-6","-",,"80132"
"21330","POLOXAMER 184","9003-11-6","-",,"80133"
"21331","POLOXAMER 184 CAMELLIA SINENSIS SEEDATE","-","-",,"93545"
"21332","POLOXAMER 185","9003-11-6","-",,"80134"
"21333","POLOXAMER 188","9003-11-6","-",,"80135"
"21334","POLOXAMER 188 SUCCINATE","-","-",,"97336"
"21335","POLOXAMER 212","9003-11-6","-",,"80136"
"21336","POLOXAMER 215","9003-11-6","-",,"80137"
"21337","POLOXAMER 217","9003-11-6","-",,"80138"
"21338","POLOXAMER 231","9003-11-6","-",,"80139"
"21339","POLOXAMER 234","9003-11-6","-",,"80140"
"21340","POLOXAMER 235","9003-11-6","-",,"80141"
"21341","POLOXAMER 237","9003-11-6","-",,"80142"
"21342","POLOXAMER 238","9003-11-6","-",,"80143"
"21343","POLOXAMER 251","-","-",,"93932"
"21344","POLOXAMER 282","9003-11-6","-",,"80144"
"21345","POLOXAMER 284","9003-11-6","-",,"80145"
"21346","POLOXAMER 288","9003-11-6","-",,"80146"
"21347","POLOXAMER 331","9003-11-6","-",,"80147"
"21348","POLOXAMER 333","9003-11-6","-",,"80148"
"21349","POLOXAMER 334","9003-11-6","-",,"80149"
"21350","POLOXAMER 335","9003-11-6","-",,"80150"
"21351","POLOXAMER 338","9003-11-6","-",,"80151"
"21352","POLOXAMER 338/PPG-51/SMDI COPOLYMER","-","-",,"92182"
"21353","POLOXAMER 401","9003-11-6","-",,"80152"
"21354","POLOXAMER 402","9003-11-6","-",,"80153"
"21355","POLOXAMER 403","9003-11-6","-",,"80154"
"21356","POLOXAMER 407","9003-11-6","-",,"36666"
"21357","POLOXAMINE 1101","11111-34-5","-",,"36667"
"21358","POLOXAMINE 1102","11111-34-5","-",,"36668"
"21359","POLOXAMINE 1104","11111-34-5","-",,"36669"
"21360","POLOXAMINE 1301","11111-34-5","-",,"36670"
"21361","POLOXAMINE 1302","11111-34-5","-",,"36671"
"21362","POLOXAMINE 1304","11111-34-5","-",,"36672"
"21363","POLOXAMINE 1307","11111-34-5","-",,"36673"
"21364","POLOXAMINE 1501","11111-34-5","-",,"36674"
"21365","POLOXAMINE 1502","11111-34-5","-",,"36675"
"21366","POLOXAMINE 1504","11111-34-5","-",,"36676"
"21367","POLOXAMINE 1508","11111-34-5","-",,"36677"
"21368","POLOXAMINE 304","11111-34-5","-",,"36678"
"21369","POLOXAMINE 504","11111-34-5","-",,"36679"
"21370","POLOXAMINE 604","11111-34-5","-",,"58228"
"21371","POLOXAMINE 701","11111-34-5","-",,"36680"
"21372","POLOXAMINE 702","11111-34-5","-",,"36681"
"21373","POLOXAMINE 704","11111-34-5","-",,"36682"
"21374","POLOXAMINE 707","11111-34-5","-",,"36683"
"21375","POLOXAMINE 901","11111-34-5","-",,"36684"
"21376","POLOXAMINE 904","11111-34-5","-",,"36685"
"21377","POLOXAMINE 908","11111-34-5","-",,"36686"
"21378","POLY 1,2-BUTANEDIOL-6 PROPYLENE GLYCOL","31923-86-1","-",,"88913"
"21379","POLY C10-30 ALKYL ACRYLATE","-","-",,"58229"
"21380","POLY HEMA GLUCOSIDE","-","-",,"58230"
"21381","POLY LACTOBIONAMIDOMETHYLSTYRENE","-","-",,"58231"
"21382","POLY METHYL STYRENE ISOPROPANOL KETONE","163702-01-0","-",,"89029"
"21383","POLY(1,2-BUTANEDIOL)-4 PEG/PPG-29/9 METHYL GLUCOSE","-","-",,"89470"
"21384","POLY(1,2-BUTANEDIOL)-40 XYLITOL ETHER","-","-",,"88108"
"21385","POLY(1,2-BUTANEDIOL)-55/PEG-90 PENTAERYTHRITYL ETHER","-","-",,"90349"
"21386","POLY(1,2-BUTANEDIOL)-6 PROPYLENE GLYCOL","31923-86-1","-",,"89890"
"21387","POLY(1,4-BUTANEDIOL)-11","-","-",,"98701"
"21388","POLY(1,4-BUTANEDIOL)-13","-","-",,"97158"
"21389","POLY(1,4-BUTANEDIOL)-14","-","-",,"97159"
"21390","POLY(1,4-BUTANEDIOL)-18","-","-",,"97160"
"21391","POLY(1,4-BUTANEDIOL)-22","-","-",,"98700"
"21392","POLY(1,4-BUTANEDIOL)-27/BUTYLENE GLYCOL/IPDI COPOLYMER","-","-",,"96913"
"21393","POLY(1,4-BUTANEDIOL)-28","-","-",,"98147"
"21394","POLY(1,4-BUTANEDIOL)-3","-","-",,
"21395","POLY(1,4-BUTANEDIOL)-41","-","-",,"98702"
"21396","POLY(1,4-BUTANEDIOL)-6","-","-",,"98690"
"21397","POLY(1,4-BUTANEDIOL)-8","-","-",,"97157"
"21398","POLY(1,4-BUTANEDIOL)-9","-","-",,"98699"
"21399","POLY(1,4-BUTANEDIOL)-9 DIPALMITATE","-","-",,"86395"
"21400","POLY(1-4 BUTANEDIOL)-27","-","-",,"98703"
"21401","POLY(3-HYDROXYOCTANOIC ACID)","-","-",,
"21402","POLY(BENZOTRIAZOLYLHYDROXYPHENETHYL METHACRYLATE)","96478-13-6","-",,"91791"
"21403","POLY(BUTYL CYANOACRYLATE)","-","-",,"94120"
"21404","POLY(C20-28 OLEFIN)","64743-02-8","265-207-2",,"86741"
"21405","POLY(C30-45 OLEFIN)","-","-",,"85785"
"21406","POLY(C4-12 OLEFIN)","-","-",,"84376"
"21407","POLY(C6-14 OLEFIN)","246538-69-2","-",,"84377"
"21408","POLY(DIMER ALMOND OIL)","-","-",,"83785"
"21409","POLY(DIMER GRAPESEED OIL)","-","-",,"83787"
"21410","POLY(DIMER HEMPSEED OIL)","-","-",,"83786"
"21411","POLY(DIPROPYLENEGLYCOL ADIPATE)","9010-89-3","-",,"86743"
"21412","POLY(GLYCOL ADIPATE)/BIS-HYDROXYETHOXYPROPYL DIMETHICONE COPOLYMER","-","-",,"83234"
"21413","POLY(LINSEED OIL)","67746-08-1","-",,"86928"
"21414","POLY(METHOXY PEG-9 METHACRYLATE)","-","-",,"89214"
"21415","POLY(METHYL STYRENE ISOPROPANOL KETONE)","163702-01-0","-",,"89886"
"21416","POLY(TRIPEPTIDE-6)","-","-",,"83400"
"21417","POLY[OXYMETHYLENE MELAMINE ACRYLATES/ACRYLAMIDE]","-","-",,"85388"
"21418","POLYACRYLAMIDE","9003-05-8","-","III/66","36687"
"21419","POLYACRYLAMIDE-1","-","-",,"97241"
"21420","POLYACRYLAMIDOMETHYL BENZYLIDENE CAMPHOR","113783-61-2","-","VI/11","36688"
"21421","POLYACRYLAMIDOMETHYLPROPANE SULFONIC ACID","27119-07-9","-",,"36689"
"21422","POLYACRYLAMIDOPROPYLTRIMONIUM CHLORIDE","-","-",,"58232"
"21423","POLYACRYLATE CROSSPOLYMER-10","-","-",,"90379"
"21424","POLYACRYLATE CROSSPOLYMER-11","-","-",,"90636"
"21425","POLYACRYLATE CROSSPOLYMER-12","-","-",,"90962"
"21426","POLYACRYLATE CROSSPOLYMER-14","-","-",,"91405"
"21427","POLYACRYLATE CROSSPOLYMER-15","-","-",,"96760"
"21428","POLYACRYLATE CROSSPOLYMER-3","-","-","III/66","86735"
"21429","POLYACRYLATE CROSSPOLYMER-4","-","-",,"86831"
"21430","POLYACRYLATE CROSSPOLYMER-5","-","-",,"86977"
"21431","POLYACRYLATE CROSSPOLYMER-6","-","-",,"87557"
"21432","POLYACRYLATE CROSSPOLYMER-7","-","-",,"87558"
"21433","POLYACRYLATE CROSSPOLYMER-8","-","-",,"88826"
"21434","POLYACRYLATE CROSSPOLYMER-9","-","-",,"90351"
"21435","POLYACRYLATE-1","-","-",,"58233"
"21436","POLYACRYLATE-1 CROSSPOLYMER","-","-",,"83012"
"21437","POLYACRYLATE-10","-","-",,"58234"
"21438","POLYACRYLATE-11","-","-",,"58235"
"21439","POLYACRYLATE-12","-","-",,"58236"
"21440","POLYACRYLATE-13","-","-",,"58237"
"21441","POLYACRYLATE-14","-","-",,"58238"
"21442","POLYACRYLATE-15","67892-91-5","-",,"58239"
"21443","POLYACRYLATE-16","-","-",,"58240"
"21444","POLYACRYLATE-17","67892-79-9","-",,"58241"
"21445","POLYACRYLATE-18","-","-",,"58242"
"21446","POLYACRYLATE-19","-","-",,"58243"
"21447","POLYACRYLATE-2","31759-42-9","-",,"58244"
"21448","POLYACRYLATE-2 CROSSPOLYMER","-","-",,"85250"
"21449","POLYACRYLATE-21","-","-",,"83210"
"21450","POLYACRYLATE-22","-","-",,"85251"
"21451","POLYACRYLATE-24","-","-",,"86599"
"21452","POLYACRYLATE-25","-","-",,"86600"
"21453","POLYACRYLATE-26","-","-",,"86601"
"21454","POLYACRYLATE-27","-","-",,"86602"
"21455","POLYACRYLATE-28","-","-",,"86603"
"21456","POLYACRYLATE-29","-","-",,"87370"
"21457","POLYACRYLATE-3","-","-",,"58245"
"21458","POLYACRYLATE-30","-","-",,"87371"
"21459","POLYACRYLATE-31","-","-",,"88821"
"21460","POLYACRYLATE-32","-","-",,"88879"
"21461","POLYACRYLATE-33","1204525-16-5","-",,"89066"
"21462","POLYACRYLATE-34","-","-",,"90348"
"21463","POLYACRYLATE-35","-","-",,"90369"
"21464","POLYACRYLATE-36","-","-",,"91401"
"21465","POLYACRYLATE-37","-","-",,"91902"
"21466","POLYACRYLATE-38","-","-",,"92304"
"21467","POLYACRYLATE-39","-","-",,"92324"
"21468","POLYACRYLATE-4","228863-31-8","-",,"58246"
"21469","POLYACRYLATE-40","172201-25-1","-",,"93525"
"21470","POLYACRYLATE-41","1416237-52-9","-",,"94398"
"21471","POLYACRYLATE-42","-","-",,"94382"
"21472","POLYACRYLATE-43","-","-",,"94380"
"21473","POLYACRYLATE-44","-","-",,"95109"
"21474","POLYACRYLATE-45","1897432-34-6","-",,"95260"
"21475","POLYACRYLATE-46","-","-",,"95445"
"21476","POLYACRYLATE-47","-","-",,"95998"
"21477","POLYACRYLATE-48","-","-",,"96410"
"21478","POLYACRYLATE-49","-","-",,"96519"
"21479","POLYACRYLATE-5","-","-",,"58247"
"21480","POLYACRYLATE-50","1283712-49-1","-",,"96914"
"21481","POLYACRYLATE-51","-","-",,"96796"
"21482","POLYACRYLATE-52","-","-",,"97047"
"21483","POLYACRYLATE-53","-","-",,"98033"
"21484","POLYACRYLATE-54","-","-",,"98326"
"21485","POLYACRYLATE-55","-","-",,"98431"
"21486","POLYACRYLATE-56","-","-",,
"21487","POLYACRYLATE-6","-","-",,"58248"
"21488","POLYACRYLATE-7","243140-33-2","-",,"58249"
"21489","POLYACRYLATE-8","-","-",,"58250"
"21490","POLYACRYLATE-9","-","-",,"58251"
"21491","POLYACRYLIC ACID","9003-01-4","-",,"78561"
"21492","POLYACRYLIC ACID CROSSPOLYMER","-","-",,
"21493","POLYACRYLOYLDIMETHYLTAURATE POLYOXYMETHYLENE MELAMINE","-","-",,"90965"
"21494","POLYALKYLAMINOESTER-1","-","-",,"87483"
"21495","POLYALTHIA LONGIFOLIA LEAF EXTRACT","-","-",,"98080"
"21496","POLYALTHIA LONGIFOLIA WOOD EXTRACT","-","-",,"94266"
"21497","POLYAMIDE-1","-","-",,"58252"
"21498","POLYAMIDE-2","-","-",,"58253"
"21499","POLYAMIDE-3","-","-",,"85192"
"21500","POLYAMIDE-4","-","-",,"85268"
"21501","POLYAMIDE-5","-","-",,"85713"
"21502","POLYAMIDE-6","-","-",,"85714"
"21503","POLYAMIDE-7","-","-",,"90347"
"21504","POLYAMIDE-8","-","-",,"54721"
"21505","POLYAMINE CROSSPOLYMER-1","-","-",,"98192"
"21506","POLYAMINO SUGAR CONDENSATE","120022-92-6","-",,"78562"
"21507","POLYAMINOPROPYL BIGUANIDE","32289-58-0 [1] / 27083-27-8 [2] / 28757-47-3 [3] / 133029-32-0 [4]","608-723-9 [1] / 608-042-7 [2] / 923-111-4 [3] / - [4]","III/28","36692"
"21508","POLYAMINOPROPYL BIGUANIDE STEARATE","-","-",,
"21509","POLYANTHRANILIC ACID SULFATE","-","-",,"93990"
"21510","POLYBETA-ALANINE","68440-02-8","-",,"78564"
"21511","POLYBETA-ALANINE/GLUTARIC ACID CROSSPOLYMER","-","-",,"78565"
"21512","POLYBUTENE","9003-28-5 / 9003-29-6","-",,"78566"
"21513","POLYBUTYL ACRYLATE","9003-49-0","-",,"78567"
"21514","POLYBUTYL METHACRYLATE","-","-",,"58255"
"21515","POLYBUTYLENE GLYCOL/MDI COPOLYMER","-","-",,"58256"
"21516","POLYBUTYLENE GLYCOL/PPG-9/1 COPOLYMER","-","-",,"58342"
"21517","POLYBUTYLENE GLYCOL-10","-","-",,"58343"
"21518","POLYBUTYLENE SUCCINATE","25777-14-4","-",,"93513"
"21519","POLYBUTYLENE TEREPHTHALATE","26062-94-2","-",,"78639"
"21520","POLYCAPROLACTONE","24980-41-4","-",,"78640"
"21521","POLYCAPROLACTOYL CYCLODEXTRIN","-","-",,"98446"
"21522","POLYCAPRYLYLSILSESQUIOXANE","-","-",,"87372"
"21523","POLYCHLOROTRIFLUOROETHYLENE","9002-83-9","-",,"78641"
"21524","POLYCITRONELLOL","888224-71-3","-",,
"21525","POLYCITRONELLOL ACETATE","2417284-25-2","-",,"98707"
"21526","POLYCITRONELLOL T-BUTYL ETHER","-","-",,
"21527","POLYCITRONELLYL SUCCINATE","-","-",,
"21528","POLYCYCLOPENTADIENE","68132-00-3 / 25568-84-7","-",,"78642"
"21529","POLYDATIN","65914-17-2","-",,"86444"
"21530","POLYDATIN GLUCOSIDE","1232681-42-3","-",,"89040"
"21531","POLYDECENE","37309-58-3 / 25189-70-2","-",,"78643"
"21532","POLYDEXTROSE","68424-04-4","-",,"78644"
"21533","POLYDIALLYL PHTHALATE","25053-15-0","-",,"94087"
"21534","POLYDIETHYLENEGLYCOL ADIPATE/IPDI COPOLYMER","55636-50-5","-",,"78645"
"21535","POLYDIETHYLSILOXANE","63148-61-8","-",,"82633"
"21536","POLYDIHYDROXYINDOLE","-","-",,"58344"
"21537","POLYDIMETHYLAMINOETHYL METHACRYLATE","-","-",,"78646"
"21538","POLYDIMETHYLSILOXY PEG/PPG-24/19 BUTYL ETHER SILSESQUIOXANE","68554-65-4","-",,"58345"
"21539","POLYDIMETHYLSILOXY PPG-13 BUTYL ETHER SILSESQUIOXANE","-","-",,"58346"
"21540","POLYDIMETHYLSILOXYETHYL DIMETHICONE/BIS-VINYLDIMETHICONE CROSSPOLYMER","-","-",,"85995"
"21541","POLYDIMETHYLSILOXYETHYL DIMETHICONE/METHICONE COPOLYMER","-","-",,"58347"
"21542","POLYDIPENTENE","9003-73-0","-",,"78647"
"21543","POLYEPSILON-LYSINE","28211-04-3","-",,"58349"
"21544","POLYESTER-1","-","-",,"58350"
"21545","POLYESTER-10","-","-",,"83647"
"21546","POLYESTER-11","-","-",,"85382"
"21547","POLYESTER-12","847147-74-4","-",,"85383"
"21548","POLYESTER-13","-","-",,"85384"
"21549","POLYESTER-14","-","-",,"85385"
"21550","POLYESTER-15","-","-",,"85386"
"21551","POLYESTER-16","69847-57-0","69847-57-0","-","85387"
"21552","POLYESTER-17","-","-",,"87373"
"21553","POLYESTER-18","-","-",,"87374"
"21554","POLYESTER-19","-","-",,"87559"
"21555","POLYESTER-2","-","-",,"58351"
"21556","POLYESTER-21","-","-",,"87560"
"21557","POLYESTER-22","-","-",,"87561"
"21558","POLYESTER-23","-","-",,"88164"
"21559","POLYESTER-24","63534-56-5","-",,"89955"
"21560","POLYESTER-25","-","-",,"90423"
"21561","POLYESTER-26","-","-",,"91899"
"21562","POLYESTER-27","-","-",,"92163"
"21563","POLYESTER-28","1620835-41-7","-",,"93993"
"21564","POLYESTER-29","-","-",,"94010"
"21565","POLYESTER-3","-","-",,"58352"
"21566","POLYESTER-30","-","-",,"94235"
"21567","POLYESTER-31","38497-35-7","-",,"94840"
"21568","POLYESTER-32","-","-",,"94844"
"21569","POLYESTER-33","-","-",,"99569"
"21570","POLYESTER-34","-","-",,"95997"
"21571","POLYESTER-35","103462-43-7","-",,"96501"
"21572","POLYESTER-36","229495-23-2","-",,"96502"
"21573","POLYESTER-37","896732-68-6","-",,"96528"
"21574","POLYESTER-39","-","-",,"98034"
"21575","POLYESTER-4","-","-",,"58353"
"21576","POLYESTER-40","-","-",,"99086"
"21577","POLYESTER-41","-","-",,"99916"
"21578","POLYESTER-5","-","-",,"58354"
"21579","POLYESTER-6","-","-",,"58355"
"21580","POLYESTER-7","-","-",,"82636"
"21581","POLYESTER-8","-","-",,"82863"
"21582","POLYETHER-1","-","-",,"58356"
"21583","POLYETHYLACRYLATE","9003-32-1","-",,"78648"
"21584","POLYETHYLENE","9002-88-4","-",,"78649"
"21585","POLYETHYLENE ISOTEREPHTHALATE","-","-",,"58357"
"21586","POLYETHYLENE NAPHTHALATE","-","-",,"58358"
"21587","POLYETHYLENE TEREPHTHALATE","25038-59-9","-",,"36708"
"21588","POLYETHYLENE/ISOPROPYL MALEATE/MA COPOLYOL","224580-87-4","-",,"36709"
"21589","POLYETHYLGLUTAMATE","-","-",,"78652"
"21590","POLYETHYLHEXYL ACRYLATE","-","-",,"58361"
"21591","POLYETHYLHEXYL METHACRYLATE","-","-",,"58362"
"21592","POLYETHYLMETHACRYLATE","9003-42-3","-",,"36711"
"21593","POLYETHYLOXAZOLINE","25805-17-8","-",,"83154"
"21594","POLYGALA JAPONICA EXTRACT","-","-",,
"21595","POLYGALA SENEGA ROOT EXTRACT","68990-66-9 / 90082-95-4","273-619-9 / 290-188-2",,"58363"
"21596","POLYGALA TENUIFOLIA ROOT EXTRACT","94167-09-6","303-407-4",,"58364"
"21597","POLYGAMMA-GLUTAMIC ACID","-","-",,"93623"
"21598","POLYGLUCURONIC ACID","36655-86-4","-",,"78654"
"21599","POLYGLUTAMIC ACID","25513-46-6","-",,"58365"
"21600","POLYGLYCERIN-10","9041-07-0","9041-07-0","232-921-0","58366"
"21601","POLYGLYCERIN-20","25618-55-7","-",,"58367"
"21602","POLYGLYCERIN-3","56090-54-1","259-986-8",,"36714"
"21603","POLYGLYCERIN-4","56491-53-3","-",,"58368"
"21604","POLYGLYCERIN-40","25618-55-7","-",,"58369"
"21605","POLYGLYCERIN-6","36675-34-0","253-154-8",,"58370"
"21606","POLYGLYCERYL DIMER SOYATE","223706-55-6","-",,"78656"
"21607","POLYGLYCERYL SORBITOL","-","-",,"78657"
"21608","POLYGLYCERYL-10 APRICOT KERNELATE","-","-",,"86033"
"21609","POLYGLYCERYL-10 BEHENATE/EICOSADIOATE","-","-",,"58373"
"21610","POLYGLYCERYL-10 BIS(HYDROXYPROPYL LAURYL ETHER)","-","-",,"87566"
"21611","POLYGLYCERYL-10 CAPRATE","-","-",,"58374"
"21612","POLYGLYCERYL-10 CAPRYLATE","51033-41-1","-",,"58375"
"21613","POLYGLYCERYL-10 CAPRYLATE/CAPRATE","-","-",,"88368"
"21614","POLYGLYCERYL-10 COCOATE","-","-",,"90829"
"21615","POLYGLYCERYL-10 DECAETHYLHEXANOATE","-","-",,"86767"
"21616","POLYGLYCERYL-10 DECAHYDROXYSTEARATE","-","-",,"58376"
"21617","POLYGLYCERYL-10 DECAISOSTEARATE","-","-",,"58377"
"21618","POLYGLYCERYL-10 DECALINOLEATE","68900-96-9","272-645-8",,"78658"
"21619","POLYGLYCERYL-10 DECAMACADAMIATE","-","-",,"58378"
"21620","POLYGLYCERYL-10 DECAOLEATE","11094-60-3","234-316-7",,"78659"
"21621","POLYGLYCERYL-10 DECASTEARATE","39529-26-5","254-495-5",,"78660"
"21622","POLYGLYCERYL-10 DICOCOATE","-","-",,"90576"
"21623","POLYGLYCERYL-10 DIDECANOATE","182015-59-4","-",,"78661"
"21624","POLYGLYCERYL-10 DIISOSTEARATE","63705-03-3 / 102033-55-6","- / -",,"78662"
"21625","POLYGLYCERYL-10 DILAURATE","-","-",,"58379"
"21626","POLYGLYCERYL-10 DIMER DILINOLEATE/STEARATE/HYDROXYSTEARATE","-","-",,"90780"
"21627","POLYGLYCERYL-10 DIMYRISTATE","-","-",,"82278"
"21628","POLYGLYCERYL-10 DIOLEATE","33940-99-7","251-750-2",,"78754"
"21629","POLYGLYCERYL-10 DIPALMITATE","-","-",,"78755"
"21630","POLYGLYCERYL-10 DISTEARATE","12764-60-2","-",,"78756"
"21631","POLYGLYCERYL-10 DODECABEHENATE","-","-",,"58454"
"21632","POLYGLYCERYL-10 DODECACAPRATE","-","-",,"58455"
"21633","POLYGLYCERYL-10 DODECACAPRYLATE","-","-",,"58456"
"21634","POLYGLYCERYL-10 DODECA-CAPRYLATE/CAPRATE","-","-",,"85135"
"21635","POLYGLYCERYL-10 EICOSANEDIOATE/TETRADECANEDIOATE","875112-30-4","-",,"83416"
"21636","POLYGLYCERYL-10 HEPTA(BEHENATE/STEARATE)","-","-",,"87490"
"21637","POLYGLYCERYL-10 HEPTACAPRYLATE","-","-",,"93447"
"21638","POLYGLYCERYL-10 HEPTAHYDROXYSTEARATE","-","-",,"58458"
"21639","POLYGLYCERYL-10 HEPTAOLEATE","103175-09-3","-",,"78757"
"21640","POLYGLYCERYL-10 HEPTASTEARATE","99126-54-2","-",,"78758"
"21641","POLYGLYCERYL-10 HEXACAPRYLATE/CAPRATE","-","-",,"93446"
"21642","POLYGLYCERYL-10 HEXAERUCATE","-","-",,"58459"
"21643","POLYGLYCERYL-10 HEXAISOSTEARATE","-","-",,"85723"
"21644","POLYGLYCERYL-10 HEXAOLEATE","9007-48-1","265-820-5",,"78759"
"21645","POLYGLYCERYL-10 HYDROXYPROPYL ETHYLHEXYL ETHER","-","-",,"87571"
"21646","POLYGLYCERYL-10 HYDROXYPROPYL LAURYL ETHER","-","-",,"87575"
"21647","POLYGLYCERYL-10 HYDROXYSTEARATE/STEARATE/EICOSADIOATE","-","-",,"58371"
"21648","POLYGLYCERYL-10 ISOSTEARATE","133738-23-5","-",,"78760"
"21649","POLYGLYCERYL-10 ISOSTEARATE/SUCCINATE","-","-",,"95254"
"21650","POLYGLYCERYL-10 ISOSTEARYL ETHER","1203476-01-0","-",,"89585"
"21651","POLYGLYCERYL-10 LAURATE","34406-66-1","-",,"78761"
"21652","POLYGLYCERYL-10 LAURATE/OLEATE/SEBACATE","-","-",,
"21653","POLYGLYCERYL-10 LAURYL ETHER","-","-",,"82728"
"21654","POLYGLYCERYL-10 LINOLEATE","-","-",,"58372"
"21655","POLYGLYCERYL-10 MONO/DIOLEATE","-","-",,"78762"
"21656","POLYGLYCERYL-10 MYRISTATE","87390-32-7","-",,"78763"
"21657","POLYGLYCERYL-10 NONAERUCATE","155808-79-0","-",,"58460"
"21658","POLYGLYCERYL-10 NONAISOSTEARATE","-","-",,"58461"
"21659","POLYGLYCERYL-10 OLEATE","79665-93-3","279-230-0",,"78764"
"21660","POLYGLYCERYL-10 PALMATE","-","-",,"58462"
"21661","POLYGLYCERYL-10 PALMITATE","-","-",,"58463"
"21662","POLYGLYCERYL-10 PENTACAPRYLATE","-","-",,"86215"
"21663","POLYGLYCERYL-10 PENTAHYDROXYSTEARATE","-","-",,"58464"
"21664","POLYGLYCERYL-10 PENTAISOSTEARATE","-","-",,"58465"
"21665","POLYGLYCERYL-10 PENTALAURATE","-","-",,"78765"
"21666","POLYGLYCERYL-10 PENTALINOLEATE","-","-",,"78766"
"21667","POLYGLYCERYL-10 PENTAOLEATE","86637-84-5","-",,"82551"
"21668","POLYGLYCERYL-10 PENTARICINOLEATE","-","-",,"78768"
"21669","POLYGLYCERYL-10 PENTASTEARATE","94561-64-6","-",,"82552"
"21670","POLYGLYCERYL-10 POLYHYDROXYSTEARATE","-","-",,"58466"
"21671","POLYGLYCERYL-10 POLYRICINOLEATE","29894-35-7","-",,"78770"
"21672","POLYGLYCERYL-10 SESQUISTEARATE","-","-",,"91013"
"21673","POLYGLYCERYL-10 STEARATE","79777-30-3","-",,"78771"
"21674","POLYGLYCERYL-10 TETRADECANEDIOATE","-","-",,"86350"
"21675","POLYGLYCERYL-10 TETRALAURATE","-","-",,"58467"
"21676","POLYGLYCERYL-10 TETRAOLEATE","34424-98-1","252-011-7",,"78772"
"21677","POLYGLYCERYL-10 TRICOCOATE","-","-",,"90575"
"21678","POLYGLYCERYL-10 TRIDECANOATE","217782-56-4","-",,"58468"
"21679","POLYGLYCERYL-10 TRIERUCATE","-","-",,"58469"
"21680","POLYGLYCERYL-10 TRIISOSTEARATE","-","-",,"58470"
"21681","POLYGLYCERYL-10 TRILAURATE","-","-",,"58471"
"21682","POLYGLYCERYL-10 TRIOLEATE","102051-00-3","-",,"82553"
"21683","POLYGLYCERYL-10 TRISTEARATE","12709-64-7","-",,"78774"
"21684","POLYGLYCERYL-10 UNDECYLENATE","-","-",,"58472"
"21685","POLYGLYCERYL-10/SEBACIC ACID/SHEA BUTTER CROSSPOLYMER","-","-",,"95043"
"21686","POLYGLYCERYL-12 BIS(HYDROXYPROPYL ETHYLHEXYL ETHER)","-","-",,"87564"
"21687","POLYGLYCERYL-15 DIISOSTEARATE","-","-",,"91347"
"21688","POLYGLYCERYL-2 CAPRATE","156153-06-9","-",,"78775"
"21689","POLYGLYCERYL-2 CAPRYLATE","-","-",,"78776"
"21690","POLYGLYCERYL-2 DIISOSTEARATE","67938-21-0","267-821-6",,"78777"
"21691","POLYGLYCERYL-2 DIISOSTEARATE/IPDI COPOLYMER","-","-",,"58473"
"21692","POLYGLYCERYL-2 DIOLEATE","67965-56-4 / 60219-68-3","- / -",,"78778"
"21693","POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE","144470-58-6","-",,"84283"
"21694","POLYGLYCERYL-2 DISTEARATE","9009-32-9","-",,"78779"
"21695","POLYGLYCERYL-2 HYDROXYPROPYL ETHYLHEXYL ETHER","-","-",,"87568"
"21696","POLYGLYCERYL-2 HYDROXYPROPYL LAURYL ETHER","-","-",,"87572"
